user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJSd4ff9786538,35-44,Tier 1,2024-04-24,Free,\N,\N,\N
UIDJSd4ff9df1a6c,25-34,Tier 1,2024-04-20,VIP,\N,\N,\N
UIDJSd4fff3716dd,25-34,Tier 1,2024-09-30,VIP,\N,\N,\N
UIDJSd504f86e61f,25-34,Tier 1,2024-04-03,Premium,\N,\N,\N
UIDJSd5073286c04,25-34,Tier 1,2024-11-21,VIP,\N,2024-12-21,Free
UIDJSd5073a8c98a,35-44,Tier 1,2024-02-17,VIP,\N,2024-04-17,Premium
UIDJSd50c0825ca5,35-44,Tier 1,2024-06-27,Free,\N,2024-08-27,VIP
UIDJSd50c700ac8a,25-34,Tier 3,2024-04-22,VIP,\N,2024-09-22,Free
UIDJSd50e0631d47,25-34,Tier 2,2024-07-11,VIP,\N,2024-08-11,Free
UIDJSd51199749f8,18-24,Tier 3,2024-04-16,Premium,\N,\N,\N
UIDJSd51383c94ba,35-44,Tier 1,2024-08-27,Free,2024-12-07,\N,\N
UIDJSd51482a6863,25-34,Tier 1,2024-09-11,Premium,\N,\N,\N
UIDJSd514da583e3,18-24,Tier 2,2024-08-22,VIP,\N,\N,\N
UIDJSd51522144c2,35-44,Tier 2,2024-11-24,VIP,\N,\N,\N
UIDJSd519ced150c,25-34,Tier 2,2024-10-06,VIP,\N,\N,\N
UIDJSd51aaacb1ee,25-34,Tier 1,2024-03-13,VIP,\N,\N,\N
UIDJSd51c45b2f45,18-24,Tier 1,2024-08-02,Premium,\N,\N,\N
UIDJSd51ced580c4,45+,Tier 3,2024-10-17,VIP,\N,\N,\N
UIDJSd51e7b9a1f0,25-34,Tier 2,2024-04-06,Free,\N,\N,\N
UIDJSd51feb34053,25-34,Tier 1,2024-07-28,VIP,\N,\N,\N
UIDJSd522d7cac5d,25-34,Tier 1,2024-05-10,VIP,\N,\N,\N
UIDJSd523d946553,35-44,Tier 1,2024-04-23,Free,\N,\N,\N
UIDJSd52412ca844,25-34,Tier 1,2024-01-02,VIP,\N,2024-02-02,Premium
UIDJSd526723e426,45+,Tier 3,2024-02-17,Free,2024-04-01,\N,\N
UIDJSd526e1022c6,25-34,Tier 3,2024-03-24,Free,\N,\N,\N
UIDJSd52781f08f6,25-34,Tier 3,2024-08-22,Free,\N,\N,\N
UIDJSd528518f6b1,45+,Tier 2,2024-01-05,Free,2024-05-05,\N,\N
UIDJSd52a14896bf,25-34,Tier 2,2024-05-28,Premium,\N,\N,\N
UIDJSd52a27bd1ca,25-34,Tier 1,2024-10-19,Premium,\N,\N,\N
UIDJSd52c864105f,25-34,Tier 1,2024-07-10,Free,\N,\N,\N
UIDJSd52e6c67327,35-44,Tier 2,2024-04-19,VIP,\N,\N,\N
UIDJSd52fb342c0e,25-34,Tier 1,2024-02-20,Premium,\N,\N,\N
UIDJSd530444e11c,25-34,Tier 2,2024-10-12,VIP,\N,\N,\N
UIDJSd531b0396f8,35-44,Tier 1,2024-10-09,VIP,\N,\N,\N
UIDJSd534259965e,35-44,Tier 1,2024-02-11,Premium,\N,\N,\N
UIDJSd5345bbb2b2,35-44,Tier 2,2024-08-15,VIP,\N,\N,\N
UIDJSd535b52a71c,45+,Tier 1,2024-04-15,Free,\N,\N,\N
UIDJSd5372f36411,45+,Tier 1,2024-07-27,VIP,\N,2024-09-27,Premium
UIDJSd53787c8c9c,35-44,Tier 1,2024-04-09,Premium,\N,\N,\N
UIDJSd5397a51d67,25-34,Tier 1,2024-07-13,Free,\N,\N,\N
UIDJSd539debaef2,18-24,Tier 2,2024-02-08,VIP,2024-10-23,\N,\N
UIDJSd53cb092205,18-24,Tier 1,2024-02-05,Free,\N,\N,\N
UIDJSd54027b2bb1,25-34,Tier 1,2024-11-03,Free,\N,\N,\N
UIDJSd5422a83c5d,25-34,Tier 3,2024-10-05,Free,2024-10-25,\N,\N
UIDJSd54475e8dc3,25-34,Tier 2,2024-10-31,VIP,\N,\N,\N
UIDJSd544b619403,18-24,Tier 1,2024-09-06,VIP,\N,2024-12-06,Free
UIDJSd545d97a877,35-44,Tier 3,2024-04-05,Premium,\N,\N,\N
UIDJSd54669743a1,35-44,Tier 1,2024-01-28,Premium,\N,\N,\N
UIDJSd548bfddf84,25-34,Tier 1,2024-05-15,Premium,\N,\N,\N
UIDJSd54906ee82e,25-34,Tier 1,2024-08-26,Premium,\N,2024-09-26,VIP
UIDJSd54a3597e68,25-34,Tier 3,2024-04-29,VIP,\N,\N,\N
UIDJSd54ab4db9f2,35-44,Tier 1,2024-07-28,Premium,\N,\N,\N
UIDJSd54b2a50b48,25-34,Tier 2,2024-07-27,VIP,2024-11-28,\N,\N
UIDJSd54b4272d7e,25-34,Tier 3,2024-04-05,VIP,\N,\N,\N
UIDJSd54b5f42202,18-24,Tier 1,2024-11-02,VIP,\N,\N,\N
UIDJSd54f23e97a8,18-24,Tier 1,2024-10-05,VIP,\N,\N,\N
UIDJSd550117397e,35-44,Tier 1,2024-04-01,VIP,\N,2024-06-01,Free
UIDJSd551b5fbe00,25-34,Tier 1,2024-06-29,Premium,\N,\N,\N
UIDJSd551ffc010b,25-34,Tier 3,2024-01-22,VIP,2024-06-03,\N,\N
UIDJSd554637f84b,25-34,Tier 1,2024-03-26,Premium,\N,2024-10-26,VIP
UIDJSd5550f0a773,18-24,Tier 2,2024-11-29,VIP,\N,2024-12-29,Premium
UIDJSd556670344b,35-44,Tier 1,2024-02-22,VIP,\N,\N,\N
UIDJSd5575b43c60,25-34,Tier 2,2024-09-01,Premium,\N,\N,\N
UIDJSd5578e09349,25-34,Tier 1,2024-07-26,Premium,\N,\N,\N
UIDJSd5582eec1b6,25-34,Tier 2,2024-10-09,VIP,\N,\N,\N
UIDJSd558f9c558e,25-34,Tier 1,2024-03-16,VIP,2024-07-27,\N,\N
UIDJSd5590309827,18-24,Tier 1,2024-03-12,Premium,\N,\N,\N
UIDJSd55a0ca6aa5,18-24,Tier 1,2024-08-13,Premium,\N,2024-12-13,VIP
UIDJSd55d48eb999,45+,Tier 1,2024-10-09,VIP,\N,\N,\N
UIDJSd55d81eff41,35-44,Tier 2,2024-02-18,Premium,\N,\N,\N
UIDJSd55dfde09f1,35-44,Tier 2,2024-09-24,Free,\N,\N,\N
UIDJSd55e03df3c3,35-44,Tier 1,2024-03-28,Free,2024-10-16,\N,\N
UIDJSd55f6cd6ed5,25-34,Tier 1,2024-01-18,VIP,\N,2024-03-18,Premium
UIDJSd55fc06baed,25-34,Tier 3,2024-04-05,VIP,\N,2024-06-05,Premium
UIDJSd5601f6ee99,45+,Tier 2,2024-10-10,Free,\N,\N,\N
UIDJSd560c336898,25-34,Tier 1,2024-05-09,Premium,\N,\N,\N
UIDJSd5642169975,25-34,Tier 1,2024-10-15,Premium,\N,\N,\N
UIDJSd56606c3c97,35-44,Tier 3,2024-05-15,Free,\N,2024-06-15,VIP
UIDJSd567e2bc7ba,25-34,Tier 1,2024-01-24,VIP,\N,2024-02-24,Premium
UIDJSd568b2c611e,35-44,Tier 1,2024-02-08,Free,\N,\N,\N
UIDJSd56cbd28eb0,25-34,Tier 1,2024-04-26,VIP,\N,\N,\N
UIDJSd56cde1e5a6,35-44,Tier 1,2024-05-04,Premium,\N,\N,\N
UIDJSd56d527ddd3,25-34,Tier 1,2024-04-26,VIP,\N,\N,\N
UIDJSd56e18fd694,18-24,Tier 1,2024-05-26,Free,\N,\N,\N
UIDJSd56f87852fc,35-44,Tier 1,2024-06-27,Premium,\N,\N,\N
UIDJSd57114a38c2,25-34,Tier 2,2024-03-07,VIP,\N,\N,\N
UIDJSd571dff693a,25-34,Tier 2,2024-07-25,Premium,\N,\N,\N
UIDJSd571e97222b,25-34,Tier 2,2024-06-22,Free,2024-08-22,\N,\N
UIDJSd57299a100f,25-34,Tier 3,2024-02-28,VIP,2024-04-25,\N,\N
UIDJSd572acfca33,35-44,Tier 1,2024-05-22,Premium,\N,\N,\N
UIDJSd5763aeaec9,35-44,Tier 1,2024-09-27,VIP,\N,2024-10-27,Premium
UIDJSd5765bbd46a,18-24,Tier 2,2024-06-22,Free,\N,\N,\N
UIDJSd57adfcf4d5,25-34,Tier 3,2024-04-13,VIP,\N,\N,\N
UIDJSd57b33ca213,25-34,Tier 3,2024-02-25,VIP,\N,\N,\N
UIDJSd57bda83f36,25-34,Tier 1,2024-01-15,VIP,\N,2024-09-15,Free
UIDJSd5801c54aa5,45+,Tier 1,2024-05-22,VIP,\N,\N,\N
UIDJSd581e438c6d,35-44,Tier 1,2024-06-04,VIP,\N,2024-07-04,Premium
UIDJSd581f0773f8,35-44,Tier 1,2024-07-13,Premium,\N,\N,\N
UIDJSd58256af567,35-44,Tier 1,2024-08-15,Premium,\N,\N,\N
UIDJSd5834ca043d,35-44,Tier 2,2024-03-23,Premium,\N,\N,\N
UIDJSd585bb6088a,35-44,Tier 1,2024-06-10,VIP,\N,\N,\N
UIDJSd585d623f38,25-34,Tier 2,2024-02-28,VIP,\N,\N,\N
UIDJSd589b2a2780,35-44,Tier 1,2024-04-21,Premium,\N,\N,\N
UIDJSd58adf4c7fb,25-34,Tier 1,2024-01-31,VIP,\N,2024-05-31,Premium
UIDJSd58aeeb0e18,25-34,Tier 1,2024-03-28,VIP,\N,2024-04-28,Premium
UIDJSd58dd41760a,25-34,Tier 1,2024-01-29,Free,2024-09-14,\N,\N
UIDJSd58ec94bc1d,25-34,Tier 1,2024-07-16,Free,\N,\N,\N
UIDJSd58edb2776c,25-34,Tier 2,2024-11-02,VIP,\N,\N,\N
UIDJSd591ff57f7c,35-44,Tier 1,2024-06-08,VIP,\N,\N,\N
UIDJSd593386f048,25-34,Tier 1,2024-11-06,VIP,\N,\N,\N
UIDJSd593a68c208,25-34,Tier 1,2024-08-16,Premium,\N,\N,\N
UIDJSd5946031b63,18-24,Tier 3,2024-11-26,VIP,\N,\N,\N
UIDJSd596a8ad532,35-44,Tier 2,2024-11-21,Premium,\N,\N,\N
UIDJSd59805f755a,25-34,Tier 1,2024-06-14,Free,\N,\N,\N
UIDJSd598e658c56,25-34,Tier 1,2024-04-01,VIP,\N,2024-05-01,Premium
UIDJSd59a0aa082e,25-34,Tier 1,2024-01-08,VIP,\N,\N,\N
UIDJSd59a23bf182,25-34,Tier 1,2024-02-21,Premium,\N,\N,\N
UIDJSd59a93c84fb,18-24,Tier 3,2024-09-26,VIP,\N,\N,\N
UIDJSd59b66c0f2e,25-34,Tier 2,2024-01-29,VIP,\N,2024-02-29,Premium
UIDJSd59b767284e,18-24,Tier 1,2024-11-16,Free,\N,\N,\N
UIDJSd59bf21542e,18-24,Tier 2,2024-01-21,VIP,\N,2024-12-21,Free
UIDJSd59d9beee0a,45+,Tier 2,2024-06-21,Premium,\N,\N,\N
UIDJSd59e32c9b27,35-44,Tier 2,2024-03-25,VIP,\N,2024-05-25,Premium
UIDJSd59e8635ee5,25-34,Tier 2,2024-08-06,Premium,\N,\N,\N
UIDJSd59fdd5f0f0,35-44,Tier 3,2024-08-18,Free,\N,\N,\N
UIDJSd5a2d84dc7e,18-24,Tier 2,2024-07-25,Free,\N,\N,\N
UIDJSd5a7169ddde,35-44,Tier 1,2024-01-24,Premium,\N,2024-05-24,VIP
UIDJSd5a75957124,25-34,Tier 1,2024-05-12,VIP,\N,\N,\N
UIDJSd5a76f2895a,25-34,Tier 3,2024-03-30,Free,\N,\N,\N
UIDJSd5a7adb227a,18-24,Tier 1,2024-06-21,Premium,\N,\N,\N
UIDJSd5a7db8e737,25-34,Tier 1,2024-07-06,VIP,\N,\N,\N
UIDJSd5a98451bd3,25-34,Tier 2,2024-04-24,VIP,\N,\N,\N
UIDJSd5a991dbd77,45+,Tier 2,2024-01-23,VIP,\N,\N,\N
UIDJSd5a9954fe5f,45+,Tier 1,2024-03-17,VIP,\N,\N,\N
UIDJSd5aa1fa5837,45+,Tier 1,2024-05-06,VIP,2024-07-04,\N,\N
UIDJSd5aa859d71c,25-34,Tier 1,2024-07-10,Premium,\N,\N,\N
UIDJSd5addc369df,35-44,Tier 1,2024-09-24,Premium,\N,\N,\N
UIDJSd5b1fbacd2a,45+,Tier 2,2024-02-24,VIP,\N,\N,\N
UIDJSd5b28654a58,35-44,Tier 3,2024-10-23,Free,\N,\N,\N
UIDJSd5b348e0274,25-34,Tier 2,2024-08-27,VIP,2024-09-30,\N,\N
UIDJSd5b3fb26e11,25-34,Tier 1,2024-08-16,VIP,\N,\N,\N
UIDJSd5b443afd17,45+,Tier 2,2024-03-10,VIP,\N,2024-05-10,Premium
UIDJSd5b4de5c58d,25-34,Tier 1,2024-08-24,Free,\N,2024-10-24,VIP
UIDJSd5b4e903770,35-44,Tier 1,2024-07-30,VIP,\N,\N,\N
UIDJSd5b51ae4bab,45+,Tier 2,2024-10-15,Free,\N,\N,\N
UIDJSd5b5ac3c102,18-24,Tier 2,2024-07-21,VIP,\N,\N,\N
UIDJSd5b6f79f9ba,35-44,Tier 1,2024-06-18,Free,\N,2024-07-18,Premium
UIDJSd5b7427972f,18-24,Tier 1,2024-09-15,Premium,\N,\N,\N
UIDJSd5b85682aab,25-34,Tier 1,2024-06-09,VIP,\N,\N,\N
UIDJSd5b8fd4fbe0,45+,Tier 3,2024-03-20,Free,2024-05-03,\N,\N
UIDJSd5b9429527e,45+,Tier 2,2024-08-21,VIP,2024-10-08,\N,\N
UIDJSd5bda3a3a8b,25-34,Tier 1,2024-06-29,Free,\N,\N,\N
UIDJSd5bee76c2bc,25-34,Tier 2,2024-01-22,VIP,\N,2024-11-22,Free
UIDJSd5bf8dc803d,35-44,Tier 1,2024-03-18,Premium,\N,\N,\N
UIDJSd5c0e5b2e00,35-44,Tier 1,2024-09-11,Premium,\N,\N,\N
UIDJSd5c2316136f,25-34,Tier 1,2024-01-09,Premium,\N,\N,\N
UIDJSd5c2470bade,25-34,Tier 1,2024-11-11,Premium,\N,\N,\N
UIDJSd5c26abb44f,25-34,Tier 1,2024-10-14,Free,\N,\N,\N
UIDJSd5c30eae294,35-44,Tier 3,2024-11-13,VIP,\N,2024-12-13,Premium
UIDJSd5c4e1ceb72,18-24,Tier 2,2024-02-10,VIP,\N,2024-04-10,Premium
UIDJSd5c604ed53c,25-34,Tier 1,2024-10-15,Premium,\N,\N,\N
UIDJSd5c6186c693,35-44,Tier 1,2024-03-12,Free,\N,\N,\N
UIDJSd5ca2477b02,45+,Tier 1,2024-02-18,Premium,\N,\N,\N
UIDJSd5ca7075a25,18-24,Tier 1,2024-05-18,Premium,\N,\N,\N
UIDJSd5cbdcf76e1,25-34,Tier 3,2024-03-27,Free,\N,\N,\N
UIDJSd5cc666b544,25-34,Tier 1,2024-06-06,VIP,\N,\N,\N
UIDJSd5ce6efebd4,25-34,Tier 1,2024-10-09,Premium,2024-11-06,\N,\N
UIDJSd5cfff8dd7d,18-24,Tier 2,2024-01-09,Free,\N,\N,\N
UIDJSd5d1d548245,35-44,Tier 2,2024-05-09,VIP,\N,2024-08-09,Free
UIDJSd5d2f9330f2,35-44,Tier 1,2024-06-09,Free,\N,\N,\N
UIDJSd5d5f3a6725,25-34,Tier 1,2024-09-05,VIP,\N,\N,\N
UIDJSd5d626ab3f4,25-34,Tier 2,2024-03-07,Free,\N,2024-05-07,VIP
UIDJSd5da40e39dc,45+,Tier 3,2024-03-16,Free,2024-04-15,\N,\N
UIDJSd5da488be17,25-34,Tier 1,2024-08-27,Free,\N,2024-10-27,VIP
UIDJSd5dc395fab8,35-44,Tier 1,2024-03-29,VIP,\N,\N,\N
UIDJSd5dd364e18e,25-34,Tier 1,2024-11-05,Premium,\N,\N,\N
UIDJSd5dda52e972,25-34,Tier 2,2024-10-24,VIP,\N,\N,\N
UIDJSd5df02a92ea,25-34,Tier 1,2024-03-01,Premium,\N,\N,\N
UIDJSd5df0bbcdac,25-34,Tier 1,2024-09-18,Premium,\N,\N,\N
UIDJSd5dfe4677ee,25-34,Tier 3,2024-06-27,VIP,2024-08-05,\N,\N
UIDJSd5e2fd23828,25-34,Tier 2,2024-09-05,VIP,\N,\N,\N
UIDJSd5e35f9e392,25-34,Tier 1,2024-05-27,VIP,2024-07-24,\N,\N
UIDJSd5eaaccfaea,35-44,Tier 1,2024-06-07,Premium,\N,\N,\N
UIDJSd5ee6a82484,35-44,Tier 1,2024-06-12,Premium,\N,\N,\N
UIDJSd5f03dc2c46,45+,Tier 2,2024-08-29,VIP,2024-10-08,\N,\N
UIDJSd5f0d71c545,35-44,Tier 1,2024-01-31,Free,\N,2024-02-29,VIP
UIDJSd5f194e9695,25-34,Tier 3,2024-04-16,Free,\N,\N,\N
UIDJSd5f1fe627d7,18-24,Tier 3,2024-04-13,Premium,\N,\N,\N
UIDJSd5f36c7e05f,25-34,Tier 1,2024-07-03,Free,\N,2024-09-03,VIP
UIDJSd5f377261b2,25-34,Tier 1,2024-07-16,Free,2024-08-29,\N,\N
UIDJSd5f4fcd5c8d,18-24,Tier 1,2024-06-03,Free,\N,\N,\N
UIDJSd5f6b411753,25-34,Tier 1,2024-09-18,Premium,\N,2024-12-18,VIP
UIDJSd5f9c3f91c7,25-34,Tier 2,2024-09-26,VIP,\N,\N,\N
UIDJSd5facb93eb2,25-34,Tier 1,2024-11-21,Premium,\N,\N,\N
UIDJSd5fbda5435c,25-34,Tier 1,2024-09-04,VIP,2024-11-16,\N,\N
UIDJSd5feea0e1dc,25-34,Tier 2,2024-05-13,Free,\N,\N,\N
UIDJSd600afece54,45+,Tier 1,2024-04-11,Free,2024-06-07,\N,\N
UIDJSd60181bf5d3,18-24,Tier 1,2024-11-28,Premium,\N,\N,\N
UIDJSd602a10f4d5,25-34,Tier 3,2024-10-25,VIP,\N,2024-11-25,Premium
UIDJSd602f14f54a,25-34,Tier 3,2024-05-31,Free,2024-07-30,\N,\N
UIDJSd602f333806,45+,Tier 1,2024-02-07,Premium,\N,\N,\N
UIDJSd604c2db477,35-44,Tier 1,2024-03-07,Premium,\N,2024-12-07,VIP
UIDJSd605f31e5a0,35-44,Tier 2,2024-05-26,VIP,\N,\N,\N
UIDJSd607b40ab68,18-24,Tier 1,2024-05-19,VIP,\N,\N,\N
UIDJSd60b13ea563,35-44,Tier 1,2024-07-24,Premium,\N,\N,\N
UIDJSd60be25d67d,25-34,Tier 2,2024-03-03,Premium,\N,\N,\N
UIDJSd60d94917dc,25-34,Tier 2,2024-01-09,VIP,2024-02-10,\N,\N
UIDJSd60e131a3a2,25-34,Tier 2,2024-07-05,VIP,\N,\N,\N
UIDJSd61007145e7,25-34,Tier 2,2024-03-19,Premium,\N,\N,\N
UIDJSd612c839de0,18-24,Tier 1,2024-11-07,VIP,2024-12-06,\N,\N
UIDJSd612e720f8b,18-24,Tier 1,2024-01-08,VIP,\N,2024-04-08,Free
UIDJSd613ced7f36,18-24,Tier 2,2024-08-17,Premium,\N,\N,\N
UIDJSd618d86d9dd,35-44,Tier 2,2024-06-27,Free,\N,\N,\N
UIDJSd61afb0c97b,35-44,Tier 2,2024-07-01,Free,2024-11-12,\N,\N
UIDJSd61c05a4420,18-24,Tier 2,2024-05-30,Premium,\N,\N,\N
UIDJSd61c636f20c,25-34,Tier 1,2024-08-04,VIP,\N,\N,\N
UIDJSd61ed9b5873,25-34,Tier 1,2024-10-15,Free,\N,\N,\N
UIDJSd61ef3ae08e,25-34,Tier 2,2024-06-21,VIP,\N,\N,\N
UIDJSd61f87f47c5,45+,Tier 1,2024-01-24,VIP,\N,2024-10-24,Premium
UIDJSd61fb608c40,18-24,Tier 2,2024-04-27,VIP,\N,2024-11-27,Free
UIDJSd6200a9243b,25-34,Tier 1,2024-03-28,Free,\N,2024-04-28,Premium
UIDJSd6223d1df12,35-44,Tier 1,2024-11-25,Premium,\N,\N,\N
UIDJSd623507fb9c,25-34,Tier 3,2024-09-04,Free,\N,\N,\N
UIDJSd624d5efc1d,18-24,Tier 2,2024-06-06,VIP,\N,\N,\N
UIDJSd6252a6612a,18-24,Tier 2,2024-09-17,VIP,2024-11-18,\N,\N
UIDJSd628663ef4e,25-34,Tier 3,2024-11-26,Free,\N,\N,\N
UIDJSd62911de50e,25-34,Tier 2,2024-10-07,VIP,\N,\N,\N
UIDJSd629b59ad57,25-34,Tier 1,2024-08-04,VIP,\N,\N,\N
UIDJSd629b769bc1,45+,Tier 1,2024-10-27,VIP,\N,\N,\N
UIDJSd62ab41106c,25-34,Tier 1,2024-04-13,VIP,\N,\N,\N
UIDJSd62bee3b07e,25-34,Tier 3,2024-06-11,Free,2024-07-16,\N,\N
UIDJSd62c6726dc9,45+,Tier 1,2024-08-05,VIP,2024-09-22,\N,\N
UIDJSd62eb0959d7,18-24,Tier 2,2024-09-02,VIP,\N,\N,\N
UIDJSd62f42750b5,18-24,Tier 1,2024-10-21,Free,2024-12-10,\N,\N
UIDJSd630a97a3b4,25-34,Tier 3,2024-05-21,VIP,\N,2024-06-21,Free
UIDJSd6335d7400d,25-34,Tier 1,2024-07-08,Premium,\N,\N,\N
UIDJSd633d9704ef,25-34,Tier 1,2024-05-09,Premium,\N,\N,\N
UIDJSd63483e7b67,25-34,Tier 3,2024-04-03,Free,\N,\N,\N
UIDJSd635c425255,35-44,Tier 2,2024-02-10,VIP,\N,2024-05-10,Free
UIDJSd63c75457ec,35-44,Tier 1,2024-02-13,VIP,\N,2024-04-13,Premium
UIDJSd63ca67f10b,18-24,Tier 1,2024-05-04,Premium,\N,\N,\N
UIDJSd63dab50ade,45+,Tier 1,2024-11-18,VIP,2024-12-10,\N,\N
UIDJSd63e624d14c,18-24,Tier 3,2024-01-20,Free,\N,\N,\N
UIDJSd640358a7f3,35-44,Tier 1,2024-11-01,VIP,\N,\N,\N
UIDJSd6412d9b1c1,18-24,Tier 1,2024-11-17,Premium,\N,\N,\N
UIDJSd641dd23455,25-34,Tier 2,2024-10-25,VIP,\N,\N,\N
UIDJSd641fc00413,18-24,Tier 1,2024-08-29,Premium,\N,\N,\N
UIDJSd643d0802a4,35-44,Tier 1,2024-08-13,Premium,\N,\N,\N
UIDJSd64469bc128,25-34,Tier 3,2024-07-29,VIP,\N,2024-08-29,Free
UIDJSd645e82a8c2,45+,Tier 1,2024-08-24,VIP,2024-10-29,\N,\N
UIDJSd646995ee36,35-44,Tier 1,2024-07-16,Free,2024-08-31,\N,\N
UIDJSd6475e4b139,25-34,Tier 1,2024-09-21,Premium,\N,2024-12-21,VIP
UIDJSd647707a227,35-44,Tier 2,2024-09-27,VIP,\N,\N,\N
UIDJSd647ea7f639,25-34,Tier 1,2024-09-23,Premium,\N,\N,\N
UIDJSd6481bfae90,35-44,Tier 1,2024-11-15,Premium,\N,\N,\N
UIDJSd6488e0ab52,35-44,Tier 3,2024-06-30,VIP,\N,\N,\N
UIDJSd6490347196,18-24,Tier 1,2024-06-16,Premium,\N,\N,\N
UIDJSd649356aec6,35-44,Tier 2,2024-04-21,Premium,\N,\N,\N
UIDJSd64d49dbc24,45+,Tier 1,2024-02-18,VIP,\N,2024-03-18,Premium
UIDJSd64d851c3c9,18-24,Tier 2,2024-07-03,VIP,\N,\N,\N
UIDJSd64ed2dc2d2,25-34,Tier 2,2024-04-09,VIP,\N,\N,\N
UIDJSd652d5bfa42,45+,Tier 1,2024-05-24,Premium,2024-09-26,\N,\N
UIDJSd6578da96cc,25-34,Tier 1,2024-11-18,Premium,\N,\N,\N
UIDJSd659ccea093,25-34,Tier 1,2024-08-02,Premium,\N,\N,\N
UIDJSd65b6e9b431,18-24,Tier 1,2024-01-06,Premium,\N,\N,\N
UIDJSd65be588e78,25-34,Tier 1,2024-06-11,Premium,\N,\N,\N
UIDJSd65dd5263fd,35-44,Tier 2,2024-11-13,Free,2024-12-05,\N,\N
UIDJSd65f7d83f0c,18-24,Tier 3,2024-04-18,Free,\N,\N,\N
UIDJSd660ba19711,35-44,Tier 1,2024-11-25,Free,2024-12-18,\N,\N
UIDJSd6637b3c787,35-44,Tier 2,2024-11-05,Free,\N,2024-12-05,VIP
UIDJSd6639ad6763,18-24,Tier 3,2024-10-27,VIP,2024-12-19,\N,\N
UIDJSd6650e19ba7,18-24,Tier 1,2024-03-07,Free,\N,\N,\N
UIDJSd6670bd36a7,25-34,Tier 1,2024-07-13,Free,2024-08-30,\N,\N
UIDJSd667d9abe58,25-34,Tier 1,2024-06-23,VIP,\N,\N,\N
UIDJSd66924f46e5,45+,Tier 1,2024-06-14,Free,\N,\N,\N
UIDJSd66b72b5d48,45+,Tier 2,2024-02-10,VIP,\N,2024-09-10,Premium
UIDJSd66b759eb64,25-34,Tier 1,2024-11-05,Premium,\N,\N,\N
UIDJSd66cecc9e25,25-34,Tier 2,2024-02-16,Premium,\N,\N,\N
UIDJSd66f5ce4ec6,25-34,Tier 3,2024-07-13,Free,\N,\N,\N
UIDJSd66f98863b6,25-34,Tier 1,2024-02-28,VIP,\N,2024-06-28,Free
UIDJSd66fa2ab1c8,25-34,Tier 1,2024-03-19,VIP,\N,\N,\N
UIDJSd6722ecc35c,25-34,Tier 3,2024-09-01,Free,2024-10-07,\N,\N
UIDJSd672792ac21,18-24,Tier 1,2024-10-31,VIP,\N,2024-12-31,Free
UIDJSd6753362f51,25-34,Tier 1,2024-09-21,VIP,\N,\N,\N
UIDJSd6782d4a195,25-34,Tier 2,2024-02-08,Free,2024-04-02,\N,\N
UIDJSd6798dd7e04,45+,Tier 1,2024-03-26,VIP,\N,\N,\N
UIDJSd67a05c81bf,18-24,Tier 2,2024-06-30,VIP,\N,\N,\N
UIDJSd67b2ab8678,25-34,Tier 2,2024-01-22,VIP,\N,\N,\N
UIDJSd67bfb4290e,35-44,Tier 2,2024-11-17,VIP,\N,\N,\N
UIDJSd67db118ef4,35-44,Tier 1,2024-11-09,Free,\N,\N,\N
UIDJSd6800aec79b,25-34,Tier 1,2024-01-15,VIP,\N,2024-03-15,Premium
UIDJSd681ed3102c,18-24,Tier 2,2024-03-29,Free,\N,\N,\N
UIDJSd6822c441b9,18-24,Tier 2,2024-04-01,VIP,\N,2024-12-01,Free
UIDJSd687d0716ed,45+,Tier 1,2024-10-04,VIP,2024-10-29,\N,\N
UIDJSd688b4ce670,25-34,Tier 3,2024-01-01,VIP,\N,\N,\N
UIDJSd6898f15645,35-44,Tier 1,2024-11-05,Premium,\N,\N,\N
UIDJSd68d64f542c,45+,Tier 2,2024-10-11,VIP,2024-12-02,\N,\N
UIDJSd690d524485,18-24,Tier 1,2024-03-18,VIP,\N,2024-09-18,Free
UIDJSd6919b854f2,25-34,Tier 1,2024-09-23,Premium,\N,\N,\N
UIDJSd694e5856dc,35-44,Tier 1,2024-05-24,Free,\N,2024-06-24,VIP
UIDJSd6951695114,35-44,Tier 1,2024-03-24,Premium,\N,\N,\N
UIDJSd695a09cb46,25-34,Tier 3,2024-05-19,VIP,\N,\N,\N
UIDJSd6979dd8061,25-34,Tier 2,2024-11-11,VIP,\N,\N,\N
UIDJSd698650fbfc,25-34,Tier 1,2024-06-23,VIP,2024-08-01,\N,\N
UIDJSd6989ebe709,25-34,Tier 2,2024-04-07,Free,\N,\N,\N
UIDJSd699da2ad49,18-24,Tier 2,2024-09-14,Free,\N,\N,\N
UIDJSd69aac72e47,45+,Tier 1,2024-05-23,Premium,\N,\N,\N
UIDJSd69cd9eae93,25-34,Tier 1,2024-09-26,VIP,\N,\N,\N
UIDJSd69dfca2254,18-24,Tier 3,2024-06-26,Free,2024-08-04,\N,\N
UIDJSd69fa99b6d4,18-24,Tier 1,2024-08-18,Premium,\N,\N,\N
UIDJSd6a03bccc9c,25-34,Tier 1,2024-07-07,Premium,\N,\N,\N
UIDJSd6a0f6a35a0,25-34,Tier 1,2024-11-03,VIP,\N,2024-12-03,Premium
UIDJSd6a21f05e97,25-34,Tier 1,2024-07-28,Premium,\N,\N,\N
